Symbol,ETF Name,Asset Class,Total Assets ,YTD Price Change,Avg. Daily Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,1 Month,1 Year,3 Year,5 Year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETF Database Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
JMBS,Janus Henderson Mortgage-Backed Securities ETF,Bond,"$2,074,610,000",-1.78%,"406,148",$43.08,-1.01%,No,False,0.37%,1.53%,1.77%,-4.44%,0.24%,"$150,762,250.00","$6,430,500.00","$24,610,250.00","$150,762,250.00","$153,403,750.00","$153,403,750.00",Mortgage Backed Securities,2018-09-12,0.28%,N/A,$1.97,2023-11-01,$0.18,4.53%,0.00,0.12,491,75.29%,40%,20%,1099,$41.22,$43.62,$42.91,$43.40,52.34,B-,B,A,A,B,N/A,0.0,N/A,N/A,N/A,N/A,N/A
HYMB,SPDR Nuveen Bloomberg High Yield Municipal Bond ETF,Bond,"$1,997,150,000",0.25%,"1,128,317",$23.71,-0.79%,No,False,1.41%,1.52%,4.03%,-2.61%,0.58%,"$94,884,698.00","$80,291,064.80","$90,171,781.80","$94,884,698.00","$94,884,698.00","$94,884,698.00",National Munis,2011-04-13,0.35%,Charles Schwab,$1.10,2023-11-01,$0.09,4.62%,0.00,0.23,2000,13.53%,40%,20%,1099,$22.75,$23.94,$23.62,$23.87,52.45,A,C+,A-,C+,A,B,0.0,N/A,N/A,N/A,N/A,N/A
JCPB,JPMorgan Core Plus Bond ETF,Bond,"$1,939,550,000",0.34%,"407,847",$44.45,-0.76%,No,False,0.23%,1.47%,3.40%,-4.08%,N/A,"$493,363,000.00","$31,079,000.00","$453,737,000.00","$493,363,000.00","$493,363,000.00","$493,363,000.00",Total Bond Market,2019-01-28,0.40%,N/A,$1.97,2023-11-01,$0.16,4.44%,0.00,0.14,2000,27.06%,40%,20%,1099,$43.09,$44.86,$44.32,$44.68,52.34,B+,B-,N/A,B,A,N/A,5.96,32.84%,38.38%,270.9,3.22%,0.54%
BSCN,Invesco BulletShares 2023 Corporate Bond ETF,Bond,"$1,923,780,000",4.34%,"559,286",$21.28,0.09%,No,False,0.16%,0.48%,5.14%,9.74%,8.73%,"-$232,712,700.00","-$92,467,950.00","-$181,713,300.00","-$232,712,700.00","-$232,712,700.00","-$232,712,700.00",Corporate Bonds,2014-09-17,0.10%,Charles Schwab,$0.67,2023-10-23,$0.08,3.15%,0.00,0.07,37,87.54%,40%,20%,1099,$21.18,$21.28,$21.26,$21.29,87.13,A-,B+,B,A,B,B-,6.17,17.54%,43.11%,254.81,2.88%,1.23%
TDTT,FlexShares iBoxx 3-Year Target Duration TIPS Index Fund,Bond,"$1,915,950,000",1.86%,"438,342",$23.14,-0.39%,No,False,-0.11%,1.12%,2.57%,1.49%,3.15%,"-$40,488,135.00","-$11,606,630.00","-$37,048,910.00","-$40,488,135.00","-$37,847,065.00","-$37,847,065.00",Inflation-Protected Bonds,2011-09-19,0.18%,N/A,$0.97,2023-11-01,$0.12,4.18%,0.00,0.12,27,53.44%,40%,20%,1099,$22.93,$23.27,$23.10,$23.19,52.46,A-,B+,B-,A-,B,C+,5.72,68.04%,33.99%,0.0,0.00%,0.00%
GSY,Invesco Ultra Short Duration ETF,Bond,"$1,897,300,000",4.49%,"382,133",$49.79,-0.02%,No,False,0.11%,0.55%,5.50%,1.55%,1.93%,"$84,569,200.00","$4,978,100.00","$64,675,100.00","$84,569,200.00","$89,605,800.00","$89,605,800.00",Corporate Bonds,2008-02-12,0.22%,N/A,$2.18,2023-10-23,$0.22,4.37%,0.00,0.04,171,36.00%,40%,20%,1099,$49.52,$49.83,$49.78,$49.80,79.15,A-,B-,C,A,C+,A,6.75,74.24%,61.54%,279.3,3.66%,1.77%
ITM,VanEck Intermediate Muni ETF,Bond,"$1,887,670,000",-0.67%,"444,650",$44.39,-0.43%,No,False,1.12%,2.02%,3.48%,-2.73%,1.35%,"$143,390,980.00","$17,680,000.00","$33,334,290.00","$143,390,980.00","$148,518,115.00","$148,518,115.00",National Munis,2007-12-04,0.24%,TD Ameritrade,$1.09,2023-11-01,$0.10,2.45%,0.00,0.15,1500,4.23%,40%,20%,1099,$42.94,$44.59,$44.32,$44.52,56.16,A-,B,A-,B-,B+,A,0.0,N/A,N/A,N/A,N/A,N/A
BBAG,JPMorgan BetaBuilders U.S. Aggregate Bond ETF,Bond,"$1,886,750,000",-1.06%,"193,018",$43.98,-0.90%,No,False,0.14%,1.23%,1.95%,-5.36%,N/A,"-$72,720,000.00","-$37,548,000.00","-$16,958,500.00","-$72,720,000.00","-$72,720,000.00","-$72,720,000.00",Total Bond Market,2018-12-12,0.03%,N/A,$1.58,2023-11-01,$0.16,3.55%,0.00,0.16,3500,12.90%,40%,20%,1099,$42.67,$44.45,$43.83,$44.23,51.51,A,A+,C+,A,A,N/A,6.04,53.57%,39.83%,278.91,2.53%,0.88%
FMB,First Trust Managed Municipal ETF,Bond,"$1,868,320,000",0.42%,"242,573",$49.06,-0.33%,No,False,0.84%,1.37%,3.80%,-1.83%,1.35%,"$29,110,495.50","$17,126,551.50","$31,563,195.00","$29,110,495.50","$29,110,495.50","$29,110,495.50",National Munis,2014-05-13,0.50%,N/A,$1.51,2023-10-24,$0.13,3.09%,0.00,0.14,1500,8.76%,40%,20%,1099,$47.83,$49.28,$48.97,$49.21,54.51,A-,C,B+,B+,B-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
EBND,SPDR Bloomberg Emerging Markets Local Bond ETF,Bond,"$1,842,420,000",1.70%,"492,914",$19.99,-0.84%,No,False,0.50%,3.43%,10.04%,-5.47%,-0.95%,"-$5,310,453.40","$16,049,421.40","$16,049,421.40","-$5,310,453.40","-$5,310,453.40","-$5,310,453.40",Emerging Markets Bonds,2011-02-23,0.30%,Charles Schwab,$1.12,2023-11-01,$0.10,5.54%,0.00,0.36,1000,9.27%,40%,20%,1099,$19.03,$20.28,$19.92,$20.13,55.83,A,A-,B,A-,B-,A,4.92,70.70%,22.26%,5.01,0.00%,0.00%
IBDR,iShares iBonds Dec 2026 Term Corporate ETF,Bond,"$1,809,920,000",2.68%,"373,376",$23.31,-0.21%,No,False,-0.04%,0.64%,4.70%,-2.17%,3.20%,"$37,117,030.00","-$3,502,105.00","$38,358,055.00","$37,117,030.00","$37,117,030.00","$37,117,030.00",Corporate Bonds,2016-09-13,0.10%,N/A,$0.78,2023-11-01,$0.07,3.34%,0.00,0.19,1000,6.71%,40%,20%,1099,$23.06,$23.41,$23.28,$23.36,55.05,A-,A-,A-,B+,B+,N/A,6.69,75.44%,59.38%,183.44,9.20%,3.07%
IGLB,iShares 10+ Year Investment Grade Corporate Bond ETF,Bond,"$1,783,800,000",-2.29%,"710,936",$46.75,-1.43%,No,False,0.41%,2.77%,5.61%,-9.68%,0.34%,"-$78,550,990.00",$0.00,"-$42,373,230.00","-$78,550,990.00","-$50,712,310.00","-$50,712,310.00",Corporate Bonds,2009-12-08,0.04%,N/A,$2.38,2023-11-01,$0.21,5.09%,0.00,0.44,4000,2.69%,40%,20%,1099,$43.91,$47.47,$46.40,$47.21,51.96,A-,A,A,C,A,N/A,6.42,41.40%,49.16%,450.44,14.04%,3.85%
IBDO,iShares iBonds Dec 2023 Term Corporate ETF,Bond,"$1,756,370,000",4.38%,"466,556",$25.31,0.00%,No,False,0.08%,0.50%,5.16%,1.28%,3.72%,"-$184,841,175.00","-$74,631,825.00","-$135,469,620.00","-$184,841,175.00","-$184,841,175.00","-$184,841,175.00",Corporate Bonds,2015-03-12,0.10%,N/A,$0.90,2023-11-01,$0.11,3.55%,0.00,0.07,51,85.04%,40%,20%,1099,$25.20,$25.32,$25.30,$25.32,80.73,A-,B+,B,A,B+,B,6.78,83.86%,62.87%,296.64,4.89%,1.20%
FLCB,Franklin U.S. Core Bond ETF,Bond,"$1,727,310,000",-0.69%,"361,459",$20.46,-0.58%,No,False,0.34%,1.50%,2.45%,-5.30%,N/A,"$156,842,500.00","$4,074,000.00","$121,434,500.00","$156,842,500.00","$156,842,500.00","$156,842,500.00",Total Bond Market,2019-09-17,0.15%,N/A,$0.65,2023-11-01,$0.06,3.15%,0.00,0.16,317,32.12%,40%,20%,1099,$19.81,$20.62,$20.40,$20.55,53.15,A-,A-,N/A,B,A,N/A,6.06,47.39%,40.17%,342.05,5.00%,0.93%
DFSD,Dimensional Short-Duration Fixed Income ETF,Bond,"$1,701,780,000",3.48%,"217,909",$46.41,-0.17%,No,False,0.11%,0.64%,5.29%,N/A,N/A,"$136,621,975.00","$4,638,270.00","$81,027,430.00","$136,621,975.00","$136,621,975.00","$136,621,975.00",Corporate Bonds,2021-11-15,0.16%,N/A,$1.57,2023-10-24,$0.26,3.38%,0.00,0.11,1500,13.63%,40%,20%,1099,$45.98,$46.53,$46.39,$46.46,59.55,A-,B-,N/A,B+,N/A,N/A,6.79,77.27%,63.23%,133.27,4.17%,2.51%
IBTF,iShares iBonds Dec 2025 Term Treasury ETF,Bond,"$1,571,530,000",2.36%,"556,483",$23.05,-0.13%,No,False,0.04%,0.50%,3.49%,-2.16%,N/A,"$22,825,405.00","$27,685,465.00","-$18,572,790.00","$22,825,405.00","$22,825,405.00","$22,825,405.00",Government Bonds,2020-02-25,0.07%,N/A,$0.90,2023-11-01,$0.09,3.91%,0.00,0.02,29,60.60%,40%,20%,1099,$22.90,$23.11,$23.03,$23.08,59.39,B,B,B+,B+,C+,N/A,5.72,81.29%,33.99%,0.0,0.00%,0.00%
UCON,First Trust TCW Unconstrained Plus Bond ETF,Bond,"$1,553,590,000",3.29%,"449,889",$23.94,-0.13%,No,False,0.50%,1.60%,5.55%,0.06%,2.27%,"$21,293,850.00","$4,778,600.00","$15,350,650.00","$21,293,850.00","$25,241,100.00","$25,241,100.00",Total Bond Market,2018-06-04,0.85%,N/A,$1.18,2023-10-24,$0.11,4.96%,0.00,0.19,1000,37.42%,40%,20%,1099,$23.33,$24.03,$23.85,$24.00,56.09,A,C+,A,A-,A-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
UITB,VictoryShares Core Intermediate Bond ETF,Bond,"$1,546,450,000",0.08%,"75,144",$44.30,-0.69%,No,False,0.26%,1.56%,2.99%,-4.26%,1.07%,"$24,202,895.00",$0.00,"$21,995,150.00","$24,202,895.00","$24,202,895.00","$24,202,895.00",Total Bond Market,2017-10-24,0.38%,N/A,$1.46,2023-11-08,$0.14,3.30%,0.00,0.18,1000,19.22%,40%,20%,1099,$43.00,$44.66,$44.22,$44.48,52.76,B,B-,N/A,B,B+,N/A,6.08,54.10%,41.06%,282.57,3.67%,1.34%
IBDS,iShares iBonds Dec 2027 Term Corporate ETF,Bond,"$1,528,890,000",2.06%,"311,667",$23.10,-0.35%,No,False,-0.04%,0.90%,4.89%,-2.66%,2.98%,"$60,934,165.00","$10,390,265.00","$48,296,225.00","$60,934,165.00","$60,934,165.00","$60,934,165.00",Corporate Bonds,2017-09-12,0.10%,N/A,$0.89,2023-11-01,$0.08,3.83%,0.00,0.23,1000,7.76%,40%,20%,1099,$22.71,$23.25,$23.06,$23.16,54.25,B+,A-,B+,B,A-,N/A,6.63,66.67%,57.18%,210.17,10.14%,4.00%
TBLL,Invesco Short Term Treasury ETF,Bond,"$1,528,570,000",4.14%,"113,320",$105.69,0.13%,No,False,0.10%,0.51%,4.74%,1.76%,1.78%,"$104,496,240.00","$38,009,360.00","$74,965,300.00","$104,496,240.00","$104,496,240.00","$104,496,240.00",Government Bonds,2017-01-12,0.08%,N/A,$4.58,2023-10-23,$0.45,4.34%,N/A,N/A,84,24.52%,40%,20%,1099,$105.23,$105.73,$105.67,$105.74,73.01,B-,B,A-,A,N/A,N/A,5.72,29.09%,33.51%,1.6,0.00%,0.00%
BAB,Invesco Taxable Municipal Bond ETF,Bond,"$1,489,060,000",0.73%,"285,488",$25.11,-1.37%,No,False,0.32%,1.56%,5.22%,-5.48%,0.74%,$0.00,$0.00,$0.00,$0.00,"$16,442,000.00","$16,442,000.00",National Munis,2009-11-17,0.28%,N/A,$0.97,2023-10-23,$0.09,3.80%,0.00,0.18,1000,11.54%,40%,20%,1099,$24.21,$25.40,$25.00,$25.30,51.16,A,B-,A,C,A,B+,0.0,N/A,N/A,N/A,N/A,N/A
SPIP,SPDR Portfolio TIPS ETF,Bond,"$1,458,600,000",-0.35%,"452,641",$24.81,-0.80%,No,False,-0.08%,2.05%,1.35%,-1.96%,2.46%,"-$86,278,223.40","-$29,705,801.80","-$54,355,079.30","-$86,278,223.40","-$73,557,837.00","-$73,557,837.00",Inflation-Protected Bonds,2007-05-25,0.12%,N/A,$0.99,2023-11-01,$0.11,3.97%,0.00,0.19,50,29.77%,40%,20%,1099,$24.24,$25.04,$24.74,$24.93,52.07,A,N/A,A,B-,A+,N/A,5.72,18.56%,33.47%,1.6,0.00%,0.00%
ICVT,iShares Convertible Bond ETF,Bond,"$1,456,350,000",4.40%,"273,102",$71.63,-0.82%,No,False,-0.03%,-1.88%,6.43%,-1.84%,8.67%,"$108,434,150.00","$108,434,150.00","$108,434,150.00","$108,434,150.00","$108,434,150.00","$108,434,150.00",Preferred Stock/Convertible Bonds,2015-06-02,0.20%,N/A,$1.32,2023-11-01,$0.12,1.85%,0.00,0.76,320,12.29%,40%,20%,1099,$70.30,$73.52,$71.33,$72.14,42.69,A-,A+,A+,C,C,A-,5.65,0.00%,32.16%,220.82,4.48%,12.27%
HYLS,First Trust Tactical High Yield ETF,Bond,"$1,417,290,000",6.63%,"219,736",$39.42,-0.45%,No,False,0.82%,2.77%,9.02%,-0.30%,2.16%,"-$52,220,150.00",$0.00,"-$28,911,700.00","-$52,220,150.00","-$52,220,150.00","-$52,220,150.00",High Yield Bonds,2013-02-27,1.27%,N/A,$2.47,2023-10-24,$0.22,6.26%,0.00,0.45,308,22.29%,40%,20%,1099,$37.61,$39.79,$39.30,$39.58,60.55,A-,C,A-,B-,A-,A-,5.44,65.83%,29.39%,196.69,3.38%,0.99%
FALN,iShares Fallen Angels USD Bond ETF,Bond,"$1,361,400,000",6.49%,"1,235,597",$25.02,-0.48%,No,False,0.93%,3.22%,11.20%,0.84%,4.50%,"$93,863,265.00","$75,091,560.00","$148,176,085.00","$93,863,265.00","$93,863,265.00","$93,863,265.00",High Yield Bonds,2016-06-14,0.25%,N/A,$1.38,2023-11-01,$0.11,5.52%,0.00,0.54,208,15.55%,40%,20%,1099,$23.72,$25.24,$24.95,$25.14,62.21,A,A,A,B-,B+,N/A,5.61,80.28%,31.60%,296.65,10.48%,1.44%
PCY,Invesco Emerging Markets Sovereign Debt ETF,Bond,"$1,337,200,000",4.52%,"677,050",$18.42,-1.23%,No,False,0.05%,4.74%,14.13%,-7.48%,-1.58%,"-$93,574,900.00","$1,832,900.00","-$80,820,900.00","-$93,574,900.00","-$88,252,500.00","-$88,252,500.00",Emerging Markets Bonds,2007-10-11,0.50%,2 Platforms,$1.29,2023-10-23,$0.12,6.94%,0.00,0.60,97,15.22%,40%,20%,1099,$17.06,$18.78,$18.30,$18.59,54.90,A,B-,B,C,A,B,3.89,16.67%,5.09%,1.6,0.00%,0.00%
TIPX,SPDR Bloomberg 1-10 Year TIPS ETF,Bond,"$1,331,950,000",1.16%,"297,403",$18.07,-0.50%,No,False,-0.17%,1.31%,2.11%,0.20%,2.89%,"$23,430,468.50","-$1,822,108.60","$16,223,276.10","$23,430,468.50","$31,905,964.50","$31,905,964.50",Inflation-Protected Bonds,2013-05-29,0.15%,N/A,$0.66,2023-11-01,$0.08,3.60%,0.00,0.15,38,36.13%,40%,20%,1099,$17.83,$18.20,$18.04,$18.13,52.18,B-,A-,B,A-,A,C+,5.72,20.62%,33.49%,1.6,0.00%,0.00%
FLTR,VanEck IG Floating Rate ETF,Bond,"$1,325,580,000",6.16%,"458,803",$25.13,0.00%,No,False,0.08%,0.32%,7.58%,2.58%,2.57%,"$93,159,975.00","$3,767,775.00","$57,940,870.00","$93,159,975.00","$93,159,975.00","$93,159,975.00",Corporate Bonds,2011-04-25,0.14%,N/A,$1.45,2023-11-01,$0.13,5.77%,0.00,0.11,124,21.41%,40%,20%,1099,$25.05,$25.14,$25.13,$25.14,67.81,A-,B,C,A,C+,C+,6.92,84.34%,68.35%,9.15,1.99%,1.00%
HYGV,FlexShares High Yield Value-Scored US Bond Index Fund,Bond,"$1,282,690,000",5.63%,"207,352",$39.09,-0.84%,No,False,-0.13%,0.98%,8.87%,1.17%,3.16%,"$54,427,435.00","$37,057,545.00","$38,870,285.00","$54,427,435.00","$54,427,435.00","$54,427,435.00",High Yield Bonds,2018-07-17,0.37%,N/A,$3.54,2023-11-01,$0.31,9.03%,0.00,0.49,1000,7.40%,40%,20%,1099,$37.91,$39.57,$38.98,$39.29,52.52,A-,B+,B+,C,A,N/A,4.96,9.86%,22.74%,237.38,5.35%,2.16%
HTRB,Hartford Total Return Bond ETF,Bond,"$1,268,250,000",0.09%,"222,502",$32.06,-0.93%,No,False,0.34%,1.51%,4.06%,-4.93%,0.22%,"$30,485,705.00","$3,161,700.00","-$54,029,390.00","$30,485,705.00","$30,485,705.00","$30,485,705.00",Total Bond Market,2017-09-27,0.29%,N/A,$1.19,2023-10-27,$0.11,3.67%,0.00,0.19,1500,23.63%,40%,20%,1099,$30.88,$32.41,$31.94,$32.28,52.76,A-,B,N/A,B-,A-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
BSCR,Invesco BulletShares 2027 Corporate Bond ETF,Bond,"$1,192,890,000",2.00%,"310,577",$18.78,-0.37%,No,False,-0.03%,0.97%,4.68%,-2.73%,3.04%,"$100,925,250.00","$30,999,900.00","$70,084,500.00","$100,925,250.00","$100,925,250.00","$100,925,250.00",Corporate Bonds,2017-09-27,0.10%,N/A,$0.70,2023-10-23,$0.06,3.73%,0.00,0.23,413,8.50%,40%,20%,1099,$18.45,$18.90,$18.74,$18.85,54.45,B+,A-,A-,B+,B+,N/A,6.73,78.95%,60.91%,167.2,9.48%,3.62%
CGCP, Capital Group Core Plus Income ETF,Bond,"$1,181,190,000",0.57%,"284,259",$21.51,-0.51%,No,False,0.37%,1.54%,4.05%,N/A,N/A,"$762,567,552.78","$34,664,083.20","$76,760,498.34","$909,371,595.96","$1,163,934,802.92","$1,163,934,802.92",Total Bond Market,2022-02-22,0.34%,N/A,$1.08,2023-10-31,$0.11,5.00%,0.00,0.39,1000,49.21%,40%,20%,1099,$20.77,$21.68,$21.44,$21.59,54.02,A-,B,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
IBDT,iShares iBonds Dec 2028 Term Corporate ETF,Bond,"$1,180,640,000",2.16%,"312,018",$23.98,-0.50%,No,False,0.13%,0.92%,5.46%,-3.40%,2.75%,"$115,503,275.00","$9,607,695.00","$82,134,655.00","$115,503,275.00","$115,503,275.00","$115,503,275.00",Corporate Bonds,2018-09-18,0.10%,N/A,$1.00,2023-11-01,$0.09,4.14%,0.00,0.25,1000,8.61%,40%,20%,1099,$23.49,$24.15,$23.93,$24.08,53.55,B+,A-,A-,B,A-,N/A,6.69,75.09%,59.28%,257.37,11.66%,4.59%
UNIY,WisdomTree Voya Yield Enhanced USD Universal Bond Fund ETF,N/A,"$1,169,530,000",N/A,"30,370",$46.85,-0.57%,No,False,0.34%,1.48%,N/A,N/A,N/A,"$171,803,054.72",$0.00,$0.00,"$171,803,054.72","$171,803,054.72","$171,803,054.72",N/A,2023-02-07,0.15%,N/A,$1.56,2023-10-25,$0.18,3.33%,0.00,0.41,2000,20.79%,40%,20%,1099,$45.41,$47.20,$46.84,$46.88,53.97,A-,A,N/A,A-,A-,N/A,6.02,52.23%,39.43%,355.08,3.84%,1.15%
HYS,PIMCO 0-5 Year High Yield Corporate Bond Index ETF,Bond,"$1,166,410,000",6.25%,"133,353",$89.83,-0.49%,No,False,0.09%,1.15%,8.76%,3.01%,2.94%,"$13,418,500.00","-$18,030,000.00","-$53,535,000.00","$13,418,500.00","$13,418,500.00","$13,418,500.00",High Yield Bonds,2011-06-16,0.55%,Charles Schwab,$5.88,2023-11-01,$0.53,6.53%,0.00,0.37,1000,11.89%,40%,20%,1099,$87.22,$90.61,$89.47,$90.35,56.63,A-,C+,C,B+,B,A-,5.07,17.43%,24.40%,279.77,7.38%,1.76%
ZROZ,PIMCO 25+ Year Zero Coupon US Treasury Index ETF,Bond,"$1,140,410,000",-16.55%,"390,682",$71.00,-3.38%,No,False,1.21%,5.59%,-9.65%,-22.79%,-4.69%,"$211,223,500.00","$21,148,500.00","$134,489,500.00","$211,223,500.00","$211,223,500.00","$211,223,500.00",Government Bonds,2009-10-30,0.15%,Charles Schwab,$2.84,2023-10-02,$0.71,3.86%,0.00,0.07,22,53.05%,40%,20%,1099,$63.35,$72.88,$69.44,$72.62,50.19,B,B-,C,C,A,C,5.72,81.29%,33.99%,0.0,0.00%,0.00%
XHLF,BondBloxx Bloomberg Six Month Target Duration US Treasury ETF,Bond,"$1,123,290,000",3.94%,"167,927",$50.18,0.04%,No,False,0.11%,0.54%,4.59%,N/A,N/A,"$978,127,230.00","$29,578,262.00","$34,600,524.00","$1,019,687,992.00","$1,076,734,190.00","$1,076,734,190.00",Government Bonds,2022-09-13,0.03%,N/A,$2.13,2023-11-01,$0.22,4.25%,0.00,-0.08,37,71.95%,40%,20%,1099,$49.93,$50.20,$50.16,$50.20,97.86,B,A,N/A,A,N/A,N/A,5.72,87.27%,33.99%,0.0,0.00%,0.00%
MUNI,PIMCO Intermediate Municipal Bond Active ETF,Bond,"$1,121,850,000",0.51%,"187,747",$50.31,-0.18%,No,False,1.08%,1.55%,4.06%,-1.44%,1.61%,"$109,444,400.00","$18,054,000.00","$81,497,400.00","$109,444,400.00","$109,444,400.00","$109,444,400.00",National Munis,2009-11-30,0.35%,N/A,$1.59,2023-11-01,$0.13,3.16%,0.00,0.11,401,12.25%,40%,20%,1099,$48.95,$50.43,$50.23,$50.44,59.48,A-,C+,B+,B+,A-,C+,0.0,N/A,N/A,N/A,N/A,N/A
SUSC,iShares ESG Aware USD Corporate Bond ETF,Bond,"$1,093,270,000",0.29%,"248,126",$21.65,-0.78%,No,False,0.09%,1.55%,4.91%,-5.49%,0.97%,"$12,422,760.00","-$4,344,200.00","$25,331,860.00","$12,422,760.00","$12,422,760.00","$12,422,760.00",Corporate Bonds,2017-07-11,0.18%,N/A,$0.85,2023-11-01,$0.08,3.94%,0.00,0.27,4000,4.72%,40%,20%,1099,$20.92,$21.87,$21.59,$21.77,52.32,B+,B-,A-,C+,B-,N/A,7.6,99.25%,90.08%,118.08,7.61%,5.36%
RAVI,FlexShares Ultra-Short Income Fund,Bond,"$1,093,000,000",4.49%,"62,817",$74.94,0.01%,No,False,0.11%,0.51%,5.39%,1.57%,2.02%,"$34,449,174.00","$19,464,562.00","$25,467,210.00","$34,449,174.00","$34,449,174.00","$34,449,174.00",Total Bond Market,2012-10-09,0.25%,N/A,$3.16,2023-11-01,$0.32,4.21%,0.00,0.04,334,10.11%,40%,20%,1099,$74.58,$74.98,$74.92,$74.95,93.03,B+,B+,C+,B+,C+,C+,6.88,82.83%,66.56%,123.97,3.76%,2.36%
IGOV,iShares International Treasury Bond ETF,Bond,"$1,071,560,000",-4.06%,"310,138",$37.56,-0.90%,No,False,0.62%,1.54%,0.82%,-11.32%,-4.33%,"-$19,965,435.00","-$24,480,355.00","$8,813,155.00","-$19,965,435.00","-$19,965,435.00","-$19,965,435.00",International Government Bonds,2009-01-21,0.35%,Fidelity,$0.04,2022-12-15,$0.04,0.11%,0.00,0.27,1000,7.01%,40%,20%,1099,$36.35,$37.92,$37.43,$37.82,52.07,A,A-,A-,B+,A-,A,6.55,75.00%,53.38%,0.0,0.00%,0.00%
SPBO,SPDR Portfolio Corporate Bond ETF,Bond,"$1,057,350,000",0.56%,"459,129",$27.42,-0.90%,No,False,0.11%,1.53%,5.20%,-5.24%,1.41%,"$168,108,703.30","$10,981,395.65","$69,162,019.10","$168,108,703.30","$87,919,299.90","$87,919,299.90",Corporate Bonds,2011-04-06,0.03%,N/A,$1.35,2023-11-01,$0.12,4.91%,0.00,0.27,5000,2.20%,40%,20%,1099,$26.50,$27.70,$27.32,$27.58,52.26,B+,A+,A,C+,A-,N/A,6.56,54.74%,53.79%,263.27,9.80%,3.47%
GTO,Invesco Total Return Bond ETF,Bond,"$1,053,980,000",-0.90%,"167,247",$44.51,-0.76%,No,False,0.18%,1.55%,3.62%,-3.81%,1.84%,"$65,574,650.00","$8,937,000.00","$70,023,950.00","$65,574,650.00","$62,769,650.00","$62,769,650.00",Total Bond Market,2016-02-10,0.25%,N/A,$1.92,2023-10-23,$0.17,4.29%,0.00,0.22,1000,46.09%,40%,20%,1099,$43.08,$44.92,$44.41,$44.72,52.39,A-,C+,N/A,B-,A+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
DFNM,Dimensional National Municipal Bond ETF,Bond,"$1,049,820,000",-0.08%,"166,826",$46.87,-0.09%,No,False,0.86%,1.51%,2.66%,N/A,N/A,"$104,170,590.00",$0.00,"$76,295,305.00","$104,170,590.00","$104,170,590.00","$104,170,590.00",National Munis,2021-11-15,0.17%,N/A,$1.08,2023-10-24,$0.12,2.30%,0.00,0.17,1000,9.54%,40%,20%,1099,$45.92,$46.91,$46.82,$46.94,62.48,B+,B+,N/A,A-,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
BSJP,Invesco BulletShares 2025 High Yield Corporate Bond ETF,Bond,"$1,003,100,000",7.65%,"277,230",$22.52,-0.04%,No,False,0.36%,0.94%,9.63%,3.27%,4.37%,"-$138,560,700.00","-$156,472,200.00","-$147,498,200.00","-$138,560,700.00","-$136,128,500.00","-$136,128,500.00",High Yield Bonds,2017-09-27,0.42%,N/A,$1.48,2023-10-23,$0.14,6.56%,0.00,0.37,115,23.19%,40%,20%,1099,$22.12,$22.57,$22.49,$22.57,60.41,A-,B-,B,B+,B+,N/A,5.11,21.33%,24.91%,205.12,13.41%,2.45%
QLTA,iShares Aaa - A Rated Corporate Bond ETF,Bond,"$971,526,000",-0.14%,"106,058",$44.96,-0.79%,No,False,0.20%,1.68%,4.33%,-5.75%,0.79%,"$44,736,185.00","$22,449,550.00","$38,033,805.00","$44,736,185.00","$44,736,185.00","$44,736,185.00",Corporate Bonds,2012-02-14,0.15%,N/A,$1.58,2023-11-01,$0.15,3.48%,0.00,0.21,3000,2.46%,40%,20%,1099,$43.42,$45.38,$44.79,$45.20,52.69,B+,B,A,C,B-,A-,6.75,81.75%,61.51%,203.72,10.27%,2.45%
LDUR,PIMCO Enhanced Low Duration Active ETF,Bond,"$951,890,000",2.68%,"63,000",$93.57,-0.16%,No,False,0.13%,0.44%,4.03%,-0.60%,1.30%,"-$35,593,600.00","$1,876,200.00","-$37,484,000.00","-$35,593,600.00","-$33,570,800.00","-$33,570,800.00",Total Bond Market,2014-01-22,0.53%,N/A,$3.63,2023-11-01,$0.35,3.87%,0.00,0.04,455,46.31%,40%,20%,1099,$92.88,$93.74,$93.48,$93.67,60.59,A-,C+,B+,A-,B-,B-,0.0,N/A,N/A,N/A,N/A,N/A
