Symbol,ETF Name,Asset Class,Total Assets ,YTD Price Change,Avg. Daily Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,1 Month,1 Year,3 Year,5 Year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETF Database Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
HGER,Harbor Commodity All-Weather Strategy ETF,Commodity,"$104,486,000",1.31%,"28,662",$22.32,-0.18%,No,False,-2.60%,1.59%,4.14%,N/A,N/A,"$33,405,000.00","$568,000.00","$1,712,000.00","$33,405,000.00","$78,695,500.00","$78,695,500.00",Commodities,2022-02-09,0.68%,N/A,$0.14,2022-12-21,$0.14,0.63%,0.00,0.39,6,99.99%,N/A,N/A,N/A,$22.43,$23.34,$22.23,$22.46,41.66,B-,B+,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
CORN,Teucrium Corn Fund,Commodity,"$89,314,800",-18.64%,"58,871",$21.91,-0.99%,No,False,-0.18%,-3.65%,-17.54%,17.00%,5.89%,"-$1,649,750.00","-$2,762,750.00","-$522,250.00","-$1,649,750.00","-$1,649,750.00","-$1,649,750.00",Agricultural Commodities,2010-06-09,1.14%,N/A,$0.00,N/A,N/A,0.00%,0.00,0.04,1,100.00%,28%,28%,K-1,$21.78,$22.98,$21.81,$22.03,43.81,A,C+,B,C+,N/A,B+,0.0,N/A,N/A,N/A,N/A,N/A
UGA,United States Gasoline Fund LP,Commodity,"$78,640,900",2.30%,"39,785",$61.32,0.97%,No,False,-3.87%,-0.57%,1.61%,48.51%,16.57%,"$9,675,900.00","$15,711,800.00","$15,982,800.00","$9,675,900.00","$9,675,900.00","$9,675,900.00",Oil & Gas,2008-02-26,0.97%,Charles Schwab,$0.00,N/A,N/A,0.00%,0.00,1.31,1,100.00%,28%,28%,K-1,$60.84,$66.93,$60.89,$62.05,40.15,A-,B-,C,A-,B,B,0.0,N/A,N/A,N/A,N/A,N/A
IGLD,FT Cboe Vest Gold Strategy Target Income ETF,Commodity,"$78,064,000",4.28%,"15,979",$18.48,0.38%,No,False,-0.71%,3.84%,8.53%,N/A,N/A,"$2,774,800.00",$0.00,"$1,866,800.00","$2,774,800.00","$3,776,300.00","$3,776,300.00",Precious Metals,2021-03-02,0.85%,N/A,$1.49,2023-11-01,$0.13,8.04%,0.00,0.21,3,100.00%,40%,20%,1099,$18.29,$18.76,$18.38,$18.57,51.45,N/A,C+,N/A,N/A,N/A,N/A,5.72,40.25%,33.45%,1.6,0.00%,0.00%
DGP,DB Gold Double Long Exchange Traded Notes,Commodity,"$76,514,600",7.43%,"3,538",$40.00,1.06%,No,2x,-2.46%,13.35%,21.60%,-5.85%,13.46%,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Leveraged Commodities,2008-02-27,0.75%,N/A,$0.00,N/A,N/A,0.00%,0.00,0.36,1,100.00%,40%,20%,1099,$38.76,$42.36,N/A,N/A,51.73,B+,A-,B-,A,B,N/A,0.0,N/A,N/A,N/A,N/A,N/A
USL,United States 12 Month Oil Fund LP,Commodity,"$72,476,000",2.56%,"16,458",$36.41,0.25%,No,False,-6.55%,-1.90%,1.93%,37.13%,9.26%,"$3,970,750.00",$0.00,"$3,970,750.00","$3,970,750.00","$3,970,750.00","$3,970,750.00",Oil & Gas,2007-12-06,0.90%,Charles Schwab,$0.00,N/A,N/A,0.00%,0.00,0.90,1,100.00%,28%,28%,K-1,$36.76,$41.10,N/A,N/A,39.09,B+,C+,B+,B+,B-,A,0.0,N/A,N/A,N/A,N/A,N/A
FGDL,Franklin Responsibly Sourced Gold ETF,Commodity,"$68,073,200",7.19%,"9,624",$26.16,0.42%,No,False,-1.30%,6.95%,14.63%,N/A,N/A,"$16,126,200.00",$0.00,$0.00,"$16,126,200.00","$57,456,100.00","$57,456,100.00",Commodities,2022-06-30,0.15%,N/A,$0.00,N/A,N/A,0.00%,N/A,N/A,1,100.00%,40%,28%,1099,$25.70,$26.91,$26.16,$26.16,53.62,A-,A,N/A,B,C+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
BDRY,Breakwave Dry Bulk Shipping ETF,Commodity,"$54,772,700",-36.89%,"281,323",$5.80,7.41%,No,False,15.77%,-1.86%,-26.58%,-5.17%,-19.45%,"-$11,372,750.00",$0.00,"-$6,083,250.00","-$11,372,750.00","-$8,878,750.00","-$8,878,750.00",Commodities,2018-03-22,2.85%,N/A,$0.00,N/A,N/A,0.00%,0.00,0.20,2,100.00%,28%,28%,K-1,$4.70,$6.09,$5.65,$5.87,56.87,A-,C,N/A,N/A,B,N/A,0.0,N/A,N/A,N/A,N/A,N/A
OILU,MicroSectors Oil & Gas Exp. & Prod. 3x Leveraged ETN,Commodity,"$54,179,400",-34.00%,"124,198",$34.42,-1.26%,No,3x,-17.79%,-12.86%,-41.23%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Leveraged Commodities,2021-11-08,0.95%,N/A,$0.00,N/A,N/A,0.00%,0.05,2.70,2,100.00%,40%,20%,1099,$33.35,$49.99,$33.92,$35.39,36.57,N/A,A+,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
IAUF,iShares Gold Strategy ETF,Commodity,"$49,579,600",6.81%,"4,009",$58.51,0.38%,No,False,-1.33%,6.94%,14.25%,-0.83%,8.40%,"-$2,916,445.00","-$2,916,445.00","-$2,916,445.00","-$2,916,445.00","-$2,916,445.00","-$2,916,445.00",Precious Metals,2018-06-06,0.25%,N/A,$0.48,2022-12-13,$0.48,0.83%,0.00,0.15,6,100.00%,40%,20%,1099,$57.51,$60.23,$58.20,$58.79,53.50,N/A,A-,N/A,N/A,A-,N/A,6.21,18.06%,43.99%,542.21,5.16%,0.80%
DJCB,ETRACS Bloomberg Commodity Index Total Return ETN Series B,Commodity,"$43,233,300",-6.33%,270,$20.50,-0.39%,No,False,-3.11%,-0.01%,-7.36%,14.66%,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Commodities,2019-10-24,0.50%,N/A,$0.00,N/A,N/A,0.00%,0.00,0.47,0,N/A,40%,20%,1099,$20.62,$21.47,$20.50,$20.50,40.96,C,A-,N/A,N/A,B,N/A,0.0,N/A,N/A,N/A,N/A,N/A
GRN,iPath Series B Carbon Exchange-Traded Notes,Commodity,"$39,669,400",-2.05%,"3,932",$30.98,3.13%,No,False,-2.04%,-3.10%,6.75%,45.17%,N/A,"-$2,746,549.50",$0.00,"-$1,769,245.50","-$2,746,549.50","-$161,491.90","-$161,491.90",Commodities,2019-09-10,0.75%,N/A,$0.00,N/A,N/A,0.00%,0.00,0.99,2,100.00%,40%,20%,1099,$29.66,$33.87,$30.69,$31.12,42.59,B-,B,C,C,C,N/A,0.0,N/A,N/A,N/A,N/A,N/A
PLTM,GraniteShares Platinum Trust,Commodity,"$34,623,500",-20.05%,"34,938",$8.39,-1.06%,No,False,-6.63%,-1.71%,-12.76%,-1.71%,-0.75%,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Precious Metals,2018-01-22,0.50%,N/A,$0.00,N/A,N/A,0.00%,0.00,0.61,1,100.00%,40%,28%,1099,$8.41,$9.14,$8.34,$8.47,39.64,C+,B-,B,B,B,C,0.0,N/A,N/A,N/A,N/A,N/A
SOYB,Teucrium Soybean Fund,Commodity,"$29,788,600",-1.51%,"21,544",$28.07,-1.06%,No,False,1.04%,4.29%,2.67%,18.59%,11.70%,"-$2,712,500.00",$0.00,"-$1,368,500.00","-$2,712,500.00","-$2,712,500.00","-$2,712,500.00",Agricultural Commodities,2011-09-19,1.91%,N/A,$0.00,N/A,N/A,0.00%,0.00,0.12,1,100.00%,28%,28%,K-1,$26.83,$28.48,$27.79,$28.42,55.29,B,C,A-,B+,N/A,B,0.0,N/A,N/A,N/A,N/A,N/A
CANE,Teucrium Sugar Fund,Commodity,"$28,595,100",61.18%,"67,223",$15.36,2.06%,No,False,0.99%,3.36%,64.63%,33.80%,15.29%,"$3,791,750.00","$2,307,000.00","$3,058,750.00","$3,791,750.00","$3,791,750.00","$3,791,750.00",Agricultural Commodities,2011-09-19,1.14%,N/A,$0.00,N/A,N/A,0.00%,0.00,0.39,1,100.00%,28%,28%,K-1,$14.86,$15.44,$15.28,$15.43,56.66,C+,C,C,A,N/A,B-,0.0,N/A,N/A,N/A,N/A,N/A
CCRV,iShares Commodity Curve Carry Strategy ETF,Commodity,"$28,058,700",7.48%,"10,747",$21.56,-0.05%,No,False,-2.36%,1.44%,9.98%,22.24%,N/A,"$1,087,505.00","$1,087,505.00","$1,087,505.00","$1,087,505.00","$1,087,505.00","$1,087,505.00",Commodities,2020-09-01,0.40%,N/A,$6.67,2022-12-13,$6.67,30.92%,0.00,0.25,1,100.00%,40%,20%,1099,$21.64,$22.33,N/A,N/A,44.39,C,A,N/A,N/A,B-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
BGLD,FT Cboe Vest Gold Strategy Quarterly Buffer ETF,Commodity,"$27,631,800",7.81%,"17,047",$19.81,0.41%,No,False,-0.98%,4.73%,13.74%,N/A,N/A,"$11,442,800.00",$0.00,"$2,989,850.00","$11,442,800.00","$11,442,800.00","$11,442,800.00",Precious Metals,2021-01-20,0.91%,N/A,$0.07,2022-12-01,$0.07,0.37%,0.00,0.13,4,100.00%,40%,20%,1099,$19.50,$20.32,$19.79,$19.87,53.16,N/A,C,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
UCIB,ETRACS CMCI Total Return ETN Series B,Commodity,"$27,277,000",-0.17%,"1,976",$24.68,-0.28%,No,False,-2.42%,0.21%,2.24%,22.31%,10.44%,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Commodities,2015-10-08,0.55%,N/A,$0.00,N/A,N/A,0.00%,0.00,0.43,26,65.29%,40%,20%,1099,$24.73,$25.48,$24.62,$24.80,44.01,C,A-,N/A,N/A,C,N/A,0.0,N/A,N/A,N/A,N/A,N/A
PIT,VanEck Commodity Strategy ETF,Commodity,"$25,186,900",-1.42%,"1,567",$50.49,0.14%,No,False,-3.76%,-0.22%,N/A,N/A,N/A,"$4,835,370.00",$0.00,$0.00,"$14,916,090.00","$14,916,090.00","$14,916,090.00",Commodities,2022-12-20,0.55%,N/A,$0.00,N/A,N/A,0.00%,N/A,N/A,5,99.99%,40%,20%,1099,$50.69,$53.77,$50.39,$50.62,40.06,N/A,B+,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
BCIM,abrdn Bloomberg Industrial Metals Strategy K-1 Free ETF,Commodity,"$23,961,600",-12.53%,"1,615",$21.65,-0.60%,No,False,0.50%,0.62%,-5.30%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Commodities,2021-09-23,0.40%,N/A,$0.18,2022-12-16,$0.18,0.81%,0.00,0.77,17,75.61%,40%,20%,1099,$20.90,$21.92,$21.65,$21.65,51.02,C+,A,N/A,N/A,B,N/A,0.0,N/A,N/A,N/A,N/A,N/A
RENW,Harbor Energy Transition Strategy ETF,Commodity,"$23,902,000",-25.99%,398,$14.14,0.57%,No,False,-1.98%,-0.14%,-26.03%,N/A,N/A,"$9,084,250.00",$0.00,$0.00,"$9,084,250.00","$9,590,750.00","$9,590,750.00",Commodities,2022-07-14,0.80%,N/A,$0.13,2022-12-21,$0.13,0.94%,0.00,1.03,5,100.00%,40%,20%,1099,$14.01,$15.01,$14.06,$14.17,40.88,C,N/A,C,C,B+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
OILD,MicroSectors Oil & Gas Exp. & Prod. -3x Inverse Leveraged ETN,Commodity,"$21,842,200",-13.11%,"141,744",$22.14,1.28%,Yes,-3x,20.52%,8.48%,-14.19%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Inverse Commodities,2021-11-08,0.95%,N/A,$0.00,N/A,N/A,0.00%,0.00,-2.51,2,100.00%,40%,20%,1099,$15.51,$22.19,$21.51,$22.45,61.88,N/A,A+,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
TAGS,Teucrium Agricultural Fund,Commodity,"$21,553,200",-0.44%,"2,102",$31.18,-0.42%,No,False,0.93%,1.19%,0.07%,16.57%,8.33%,"-$1,166,625.00",$0.00,"-$1,166,625.00","-$1,166,625.00","-$1,166,625.00","-$1,166,625.00",Agricultural Commodities,2012-03-28,0.13%,N/A,$0.00,N/A,N/A,0.00%,0.00,0.11,5,100.00%,28%,28%,K-1,$30.66,$31.51,$31.16,$31.23,52.16,C+,A+,C+,C+,N/A,A-,0.0,N/A,N/A,N/A,N/A,N/A
UNL,United States 12 Month Natural Gas Fund LP,Commodity,"$21,317,400",-37.50%,"32,895",$10.77,-2.09%,No,False,-7.94%,-7.49%,-47.60%,8.34%,1.29%,"$4,542,150.00",$0.00,"-$1,624,550.00","$4,542,150.00","$4,542,150.00","$4,542,150.00",Oil & Gas,2009-11-18,0.90%,Charles Schwab,$0.00,N/A,N/A,0.00%,0.00,0.23,1,100.00%,28%,28%,K-1,$10.73,$11.81,$10.71,$10.83,42.07,B,C,A+,A,A-,A+,0.0,N/A,N/A,N/A,N/A,N/A
KEUA,KraneShares European Carbon Allowance Strategy ETF,Commodity,"$20,149,800",-6.95%,"5,011",$28.24,1.91%,No,False,-1.43%,-3.27%,9.48%,N/A,N/A,"-$2,127.57","$1,960.61","-$1,138.96","-$2,127.57","-$1,989.50","-$1,989.50",Commodities,2021-10-05,0.79%,N/A,$0.00,N/A,N/A,0.00%,0.00,0.50,3,100.00%,40%,20%,1099,$27.32,$30.49,$28.12,$28.37,41.09,C+,B-,N/A,N/A,B,N/A,0.0,N/A,N/A,N/A,N/A,N/A
HCOM,Hartford Schroders Commodity Strategy ETF,Commodity,"$15,242,500",-7.47%,803,$15.60,-0.32%,No,False,-3.40%,-0.92%,-9.39%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Commodities,2021-09-14,0.59%,N/A,$0.11,2022-12-29,$0.11,0.70%,0.00,0.33,14,98.58%,40%,20%,1099,$15.70,$16.50,$15.57,$15.65,38.02,C+,C+,N/A,N/A,B+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
PDBA,Invesco Agriculture Commodity Strategy No K-1 ETF,N/A,"$14,709,600",10.29%,"8,100",$32.58,-0.40%,No,False,-0.20%,2.76%,11.69%,N/A,N/A,"-$1,527,150.00",$0.00,"$1,610,950.00","-$1,527,150.00","$4,446,450.00","$4,446,450.00",N/A,2022-08-24,0.59%,N/A,$0.22,2022-12-19,$0.22,0.68%,0.00,-0.61,2,100.00%,40%,20%,1099,$31.80,$32.95,$32.58,$32.58,55.41,B,B,B-,B,B+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
SDCI,USCF SummerHaven Dynamic Commodity Strategy No K-1 Fund,Commodity,"$14,476,000",0.94%,"8,461",$17.99,-0.50%,No,False,-3.75%,0.84%,4.70%,25.40%,8.25%,"$4,557,950.00","$932,700.00","$2,781,100.00","$4,557,950.00","$4,557,950.00","$4,557,950.00",Commodities,2018-05-03,0.71%,N/A,$3.34,2023-09-19,$0.13,18.46%,0.00,0.41,1,55.24%,40%,20%,1099,$18.10,$18.94,$17.97,$18.02,41.39,C,B+,N/A,N/A,B+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
ZSL,ProShares UltraShort Silver,Commodity,"$13,105,800",6.37%,"441,576",$20.53,-0.39%,Yes,-2x,1.48%,-9.68%,-20.98%,-12.80%,-34.53%,"-$3,995,515.15","-$2,077,851.57","$2,958,021.61","-$3,995,515.15","-$3,995,514.70","-$3,995,514.70",Inverse Commodities,2008-12-01,0.95%,N/A,$0.00,N/A,N/A,0.00%,0.00,-1.12,1,100.00%,28%,28%,K-1,$19.23,$20.81,$20.02,$20.84,51.41,B+,B-,A,B+,A-,A-,0.0,N/A,N/A,N/A,N/A,N/A
TMET,iShares Transition-Enabling Metals ETF,N/A,"$12,467,100",N/A,N/A,$24.77,-0.20%,No,False,-0.54%,0.65%,N/A,N/A,N/A,"$2,482,750.00",$0.00,"$2,482,750.00","$2,482,750.00","$2,482,750.00","$2,482,750.00",N/A,2023-09-28,0.47%,N/A,$0.00,N/A,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$24.48,$25.23,$24.77,$24.77,43.81,N/A,B+,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
GLL,ProShares UltraShort Gold,Commodity,"$11,553,800",-6.52%,"53,811",$28.97,-0.69%,Yes,-2x,3.13%,-12.00%,-17.98%,-1.06%,-18.31%,"$16,030.64",$0.00,$0.00,"$16,030.64","$16,030.35","$16,030.35",Inverse Commodities,2008-12-01,0.95%,N/A,$0.00,N/A,N/A,0.00%,0.00,-0.22,1,100.00%,28%,28%,K-1,$27.17,$29.85,$28.74,$29.17,47.81,B,B,A,A,B+,B+,0.0,N/A,N/A,N/A,N/A,N/A
HARD,Simplify Commodities Strategy No K-1 ETF,N/A,"$10,834,200",N/A,"7,752",$23.94,-0.58%,No,False,-1.42%,-2.82%,N/A,N/A,N/A,"$8,185,100.00",$0.00,"$1,229,400.00","$8,185,100.00","$8,185,100.00","$8,185,100.00",N/A,2023-03-27,0.75%,N/A,$0.20,2023-09-27,$0.10,0.83%,0.00,0.00,6,100.01%,N/A,N/A,N/A,$24.01,$24.63,$23.93,$23.95,34.64,B,B-,N/A,B+,B+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
EVMT,Invesco Electric Vehicle Metals Commodity Strategy No K-1 ETF,Commodity,"$10,172,300",-25.73%,"1,279",$18.33,-0.65%,No,False,-0.06%,-2.63%,-16.98%,N/A,N/A,"-$7,637,550.00","-$1,849,500.00","-$1,849,500.00","-$7,637,550.00","-$7,637,550.00","-$7,637,550.00",Commodities,2022-04-27,0.59%,N/A,$0.21,2022-12-19,$0.21,1.16%,0.00,1.64,2,100.00%,40%,20%,1099,$18.22,$18.84,$18.31,$18.35,39.45,N/A,B+,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
TILL,Teucrium Agricultural Strategy No K-1 ETF,Commodity,"$6,670,560",0.61%,"1,468",$35.42,-0.34%,No,False,0.77%,1.24%,0.59%,N/A,N/A,"-$76,984,375.00",$0.00,$0.00,"-$77,833,495.00","$3,888,155.00","$3,888,155.00",Agricultural Commodities,2022-05-16,1.03%,N/A,$0.26,2022-12-21,$0.26,0.72%,0.00,0.77,2,100.00%,40%,20%,1099,$34.82,$35.74,$35.41,$35.45,53.41,N/A,C,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
OAIB,Teucrium AiLA Long/Short Base Metals Strategy ETF,N/A,"$5,633,460",N/A,"2,171",$25.00,-0.08%,No,False,-0.18%,-0.36%,N/A,N/A,N/A,"$5,688,505.00",$0.00,$0.00,"$5,688,505.00","$5,688,505.00","$5,688,505.00",N/A,2023-04-05,1.64%,N/A,$0.00,N/A,N/A,0.00%,N/A,N/A,3,99.99%,40%,20%,1099,$24.91,$25.30,$24.98,$25.02,45.59,B-,C,N/A,A-,C,N/A,0.0,N/A,N/A,N/A,N/A,N/A
AMPD,CNIC ICE U.S. Carbon Neutral Power Futures Index ETF,N/A,"$4,919,660",N/A,442,$24.60,-0.32%,No,False,-3.07%,-3.38%,N/A,N/A,N/A,"$4,792,865.00",$0.00,$0.00,"$4,792,865.00","$4,792,865.00","$4,792,865.00",N/A,2023-05-19,0.95%,N/A,$0.00,N/A,N/A,0.00%,N/A,N/A,4,100.00%,40%,20%,1099,$24.73,$26.00,$24.60,$24.60,34.92,C+,C+,N/A,B+,B,N/A,0.0,N/A,N/A,N/A,N/A,N/A
DZZ,DB Gold Double Short Exchange Traded Notes,Commodity,"$4,582,340",-8.14%,"4,342",$2.54,-0.39%,Yes,-2x,2.43%,-12.71%,-18.59%,0.53%,-16.67%,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Inverse Commodities,2008-02-27,0.75%,N/A,$0.00,N/A,N/A,0.00%,0.00,-0.25,1,100.00%,40%,20%,1099,$2.37,$2.64,N/A,N/A,47.26,A-,A,A,A,C,N/A,0.0,N/A,N/A,N/A,N/A,N/A
KMET,KraneShares Electrification Metals Strategy ETF,N/A,"$4,268,340",-23.54%,870,$21.17,-0.56%,No,False,-0.05%,-1.83%,-18.02%,N/A,N/A,"-$14,338,405.41",-$145.92,-$122.00,"-$14,336,439.69","$5,665,237.68","$5,665,237.68",N/A,2022-10-13,0.80%,N/A,$0.03,2022-12-28,$0.03,0.13%,0.00,1.66,3,100.00%,N/A,N/A,N/A,$20.95,$21.47,$21.17,$21.17,43.45,C+,C+,N/A,C,B,N/A,4.93,34.59%,22.49%,1.6,0.00%,0.00%
WTID,MicroSectors Energy 3X Inverse Leveraged ETNs,Commodity,"$3,961,780",N/A,944,$25.07,1.37%,Yes,-3x,20.36%,7.28%,N/A,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Leveraged Equities,2023-02-15,0.95%,N/A,$0.00,N/A,N/A,0.00%,0.00,0.00,1,100.00%,40%,20%,1099,$17.48,$25.33,$24.94,$25.14,61.47,N/A,C,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
SESG,Sprott ESG Gold ETF,Commodity,"$3,900,800",6.99%,"5,789",$38.97,0.41%,No,False,-1.27%,6.95%,14.39%,N/A,N/A,"-$9,723,750.00",$0.00,"-$9,817,750.00","-$9,723,750.00","-$9,723,750.00","-$9,723,750.00",Commodities,2022-08-02,0.38%,N/A,$0.00,N/A,N/A,0.00%,0.00,-1.01,1,100.00%,40%,28%,1099,$38.29,$40.12,N/A,N/A,53.53,C+,A-,N/A,B-,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
DGZ,DB Gold Short Exchange Traded Notes,Commodity,"$3,252,540",-1.25%,880,$10.30,-0.10%,Yes,-1x,1.53%,-6.41%,-6.75%,2.48%,-7.11%,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Inverse Commodities,2008-02-27,0.75%,N/A,$0.00,N/A,N/A,0.00%,0.00,-0.15,1,100.00%,40%,20%,1099,$9.93,$10.48,$10.18,$10.36,49.18,A+,A-,A+,A+,B,N/A,0.0,N/A,N/A,N/A,N/A,N/A
GLDX,USCF Gold Strategy Plus Income Fund ETF,Commodity,"$3,092,370",2.88%,518,$24.81,0.45%,No,False,-1.21%,7.61%,9.83%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Precious Metals,2021-11-03,0.53%,2 Platforms,$1.39,2023-09-19,$0.84,5.63%,0.00,0.20,2,100.00%,40%,20%,1099,$24.20,$25.48,$24.78,$24.88,55.42,B+,B-,C,B-,A,C,0.0,N/A,N/A,N/A,N/A,N/A
ZSC,USCF Sustainable Commodity Strategy Fund,N/A,"$2,585,200",N/A,0,$26.02,-0.31%,No,False,0.64%,-2.13%,N/A,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,N/A,2023-08-09,0.59%,N/A,$0.00,N/A,N/A,0.00%,N/A,N/A,65,80.96%,40%,20%,1099,$25.65,$27.00,$26.02,$26.02,31.84,C,B+,N/A,N/A,B-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
WTIU,MicroSectors Energy 3X Leveraged ETNs,Commodity,"$2,510,830",N/A,"2,991",$15.49,-1.65%,No,3x,-17.90%,-11.93%,N/A,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Leveraged Commodities,2023-02-15,0.95%,N/A,$0.00,N/A,N/A,0.00%,0.00,0.00,1,100.00%,40%,20%,1099,$14.97,$22.51,$15.26,$15.94,36.71,N/A,C+,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
CMCI,VanEck CMCI Commodity Strategy ETF,N/A,"$2,503,030",N/A,N/A,$24.94,-0.32%,No,False,-2.10%,0.46%,N/A,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,N/A,2023-08-21,0.65%,N/A,$0.00,N/A,N/A,0.00%,N/A,N/A,3,100.00%,40%,20%,1099,$25.01,$25.71,$24.94,$24.94,43.21,N/A,B,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
BWET,Breakwave Tanker Shipping ETF,N/A,"$2,102,430",N/A,"4,974",$16.73,-0.71%,No,False,-4.39%,19.68%,N/A,N/A,N/A,"$1,677,190.86",$0.00,$0.00,"$1,677,190.86","$1,677,190.86","$1,677,190.86",N/A,2023-05-03,3.50%,N/A,$0.00,N/A,N/A,0.00%,N/A,N/A,2,100.00%,28%,28%,1099,$15.13,$18.59,$16.47,$16.91,49.90,B,N/A,N/A,C,C,N/A,0.0,N/A,N/A,N/A,N/A,N/A
CHRG,"Energy & Minerals Group EV, Solar & Battery Materials (Lithium, Nickel, Copper, Cobalt) Futures Strategy ETF",N/A,"$2,097,150",-33.27%,395,$16.75,-0.42%,No,False,-1.47%,-2.47%,N/A,N/A,N/A,"-$1,886,787.50",$0.00,$0.00,"$3,113,187.50","$3,113,187.50","$3,113,187.50",N/A,2022-12-28,0.95%,N/A,$0.00,N/A,N/A,0.00%,0.00,2.13,3,100.00%,40%,20%,1099,$16.60,$17.22,$16.68,$16.78,36.03,C,C+,N/A,C+,C+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
ZSB,USCF Sustainable Battery Metals Strategy Fund,Commodity,"$1,775,600",N/A,"1,102",$17.77,-0.34%,No,False,-0.92%,-4.41%,N/A,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Commodities,2023-01-11,0.59%,N/A,$0.00,N/A,N/A,0.00%,0.00,0.90,43,88.64%,40%,20%,1099,$17.62,$18.91,$17.77,$17.77,25.90,C,B,N/A,B+,C,N/A,0.0,N/A,N/A,N/A,N/A,N/A
NTRL,Global X Carbon Credits Strategy ETF,N/A,"$1,628,320",N/A,309,$32.90,1.51%,No,False,1.85%,-0.71%,N/A,N/A,N/A,"$1,754,676.86",-$377.04,$32.94,"$1,754,676.86","$1,754,676.86","$1,754,676.86",N/A,2023-05-24,0.39%,N/A,$0.08,2023-06-29,$0.08,0.25%,N/A,N/A,10,99.99%,40%,20%,1099,$31.09,$34.64,$32.90,$32.90,48.29,C,A-,N/A,C,B,N/A,5.84,47.62%,36.06%,0.0,0.00%,0.00%
KSET,KraneShares Global Carbon Offset Strategy ETF,Commodity,"$532,261",-88.44%,"7,529",$1.08,-7.69%,No,False,-24.88%,-51.22%,-91.50%,N/A,N/A,"$255,394.90","-$134,392.68","-$131,370.14","$253,628.14","$251,148.94","$251,148.94",Commodities,2022-04-27,0.79%,N/A,$0.04,2023-06-28,$0.02,3.56%,0.00,5.55,0,N/A,40%,20%,1099,$1.09,$2.37,$0.99,$1.21,22.74,N/A,B-,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
